Picture,ItemNo,alu,ItemName,Attribute,Size,DepartmentName,Vendor,unit,Qty,Cost,RegularPrice,ItemDescription
img/1.jpg,1,FL-10 T8 DL,FL Tube BRITANIA T8 10W,DL,30cm,LigAcc:Lam: Fluorescent,MARHABA LIGHTING EQUIPMENT TRADING (L.L.C,Pcs,0,1,3,"Fluorescent Tube BRITANIA 10W Day Light T8 1' 30cm 25pcs/box 
Location = 1B01"
img/2.jpg,2,SF 23092A,Motor Fan SUNON Medium BK,Black,95mm,Fan: Others,System,Pcs,3,0,0,"Motor Fan Sunon 95mm Medium size
 Location = G/4G04"
img/3.jpg,3,S-TT-1G,Switch Tik Tok Without Wire,WH+PU,1Way,Swi&Soc: Switch,System,Pcs,134,0,0,"Switch Tik Tok Without Wire White & Purple Color.
 Location = G/4K06"
img/5.jpg,5,MMA-7196-WH,Socket Multi MAAT 13A PVC,White,3Pin,Swi&Soc: Socket,MEMON ELECTRICALS TRADING L.L.C,Pcs,149,3,9,"Multi Socket ( Plug ) (MAAT 13A PVS Multi Pin -10Pcs/Box/White) (Relite 13Amp PVC 3pin - 12pcs/box White)
 Location = G/4G05"
img/6.jpg,6,2183-3Pin-E27-WH,3Pin Plug With E27 Holder PVC,White,3Pin - E27,Swi&Soc: Socket,TERSEN TRADING CO. (L.L.C),Pcs,0,1.4,5,"3Pin Plug With E27 Holder + Switch. 13A 240V White Color.
 Location= 1B02"
img/7.jpg,7,1328-13A-PVC-WH,Socket Multi With Fuse TERSEN,White,3Pin,Swi&Soc: Socket,TERSEN TRADING CO. (L.L.C),Pcs,158,5,15,"Universel Multi Socket Tersen ( Plug ) With Fuse 13A. 3Pin 250V White Color
 Location = G/4L06"
img/8.jpg,8,E27-Ring-WH,E27 Holder Ring Only PVC WH,White,E27,LigAcc: Holder,CITY OASIS ELECTRICAL EQUIPMENT (L.L.C),Pcs,0,0.4,2,"E27 Holder Ring Only PVC White Color.
 Location = G/1A03"
img/9.jpg,9,MDL DC 101,Car Work Light FL 12V DC,Black,,LigFix:Out: Others,System,Pcs,0,5,15,"Flurescent Car Work Light 12v DC Back
 Location = G/4L05"
img/10.jpg,10,,Circular Junction Box PP 3Way,White,20mm,Cab: Accessories,System,Pcs,376,0,0,"Circular ( Round ) Junction Box Presto Plast 3way PVC 20mm White - 20pcs/box
 Location = G/4H04"
img/11.jpg,11,2G-11-4Pin-WH,Holder PLC 4Pin 2G-11,White,4Pin,LigAcc: Chandelier Shades,CITY OASIS ELECTRICAL EQUIPMENT (L.L.C),Pcs,0,2.25,6.75,"PLC Lamp Holder 2G-11 4Pin White Color
 Location = 1A02"
img/12.jpg,12,9881,Batten Lamp Holder NEWSTONE B22,White,B22,LigAcc: Holder,System,Pcs,20,0,0,"Batten Lamp Holder NEWSTONE B22 White
 Location = G/4K01"
img/13.jpg,13,Outrock-T&X-E27-WH,Batten Lamp Holder Outrock E27,White,E27,LigAcc: Holder,ALFA ELECTRICAL MATERIALS L.L.C,Pcs,0,2,6,"Batten Lamp Holder Outrock 5810 Veto E27 5810 VT-9810- 20pcs/box
 Location = G/4K04"
img/14.jpg,14,COEE-E40-E27-CH,Converter Holder E40- E27 Metal,Chrome,E40 to E27,LigAcc: Others,CITY OASIS ELECTRICAL EQUIPMENT (L.L.C),Pcs,0,1.25,4,"Converter Holder ( E40 to E27 ) Metal.
 Location = G/1A03"
img/15.jpg,15,SR-7326-E27-BK,E27 Two Dozen Lamp Holder,Black,E27,LigAcc: Holder,TERSEN TRADING CO. (L.L.C),Pcs,0,3,9,"Two Dozen Holder Tersen E27 2Way Switch On Wire PVC 3+3A 250V. Black Color
 Location = G/4L03"
img/16.jpg,16,OS-E27-E14-1000P-CH,Converter Holder E27- E14 Metal,Chrome,E27 to E14,LigAcc: Holder,TERSEN TRADING CO. (L.L.C),Pcs,0,0.55,2,"Converter Holder E27 To E14 Holder Adapter Metal Chrome Color.
 Location = G/3G06"
img/17.jpg,17,B07889MY5T,Ceiling Fan Regulator USHA,White,,Fan: Ceiling,CITY OASIS ELECTRICAL EQUIPMENT (L.L.C),Pcs,3,13,39,"Ceiling Fan Regulator Suitable fo all Ceiling fans.Used for controlling the Speed of fans.Hi durability and Light weight.
 Location = G/4K06"
img/18.jpg,18,ART 209 AW,Batten Lamp Holder ANCHOR B22,White,B22,LigAcc: Holder,System,Pcs,592,0,0,"Batten Lamp Holder Anchor B22 - White Color
 Location = G/4K02, 1/1C05"
img/19.jpg,19,ART 1107 AW,Ceiling Rose ANCHOR White,White,,LigAcc: Others,System,Pcs,1320,0,0,"Ceiling Rose Anchor - 12pcs/box White Color
 Location = 4/5A04"
img/20.jpg,20,OS-E40-E27-1000P-CH,Converter Holder E40- E27 Metal,Chrome,E40 to E27,LigAcc: Holder,CITY OASIS ELECTRICAL EQUIPMENT (L.L.C),Pcs,0,0.6,2,"Converter Holder E40 To E27 Holder Adapter Metal Chrome Color.
 Location = G/2A05"
img/21.jpg,21,OJB 24003,Circular Tube Holder White,White,,LigAcc: Holder,CITY OASIS ELECTRICAL EQUIPMENT (L.L.C),Pcs,1324,0.45,1.35,"Circular ( Round/ Ring ) Fluorescent Circular Tube Holder White
 Location = G/4K05"
img/22.jpg,22,,Tube Light Starter+Clip & Screw,Blue,,LigAcc: Others,System,Pcs,131,0,0,"Tube Light Blue Starter With Clip & Screw Blue
 Location = G/4G04"
img/23.jpg,23,WTC 310,TV Socket 2G Monitor Protector,White,,Swi&Soc: Socket,System,Pcs,33,1,1,"TV Socket ( Plug ) Monitor Protector - 23pcs/box White
 Location = G/4L04"
img/24.jpg,24,LO-6304/YL,Step Light LED Lordex 6304,Yellow,,LigFix:Out:Lan: Step,System,Pcs,12,0,0," Step LED Light Lordex 6304 Yellow
 Location = G/4D03"
img/25.jpg,25,LO-6304/WH,Step Light LED Lordex 6304,White,Small,LigFix:Out:Lan: Step,System,Pcs,,0,0," Step LED Light Lordex 6304 White
 Location ="
img/26.jpg,26,COEE-E14-E27-WH,Converter Holder E14 To E27 PVC,White,E14-E27,LigAcc: Holder,CITY OASIS ELECTRICAL EQUIPMENT (L.L.C),Pcs,0,1,3,"Converter Holder E14 To E27 COEE PVC White Color.
 Location= G/3A09"
img/27.jpg,27,,Telephone Cable STACKFINE,White,5Mtr,Cab: Telephone,System,Pcs,54,1,1,"Telephone Cable Stackfine 5Mtr White
 Location = G/4L03"
img/28.jpg,28,AT819-GU10-Ceramic,GU10 Holder Ceramic Lordex,White,GU10,LigAcc: Holder,DECHENG LIGHTING,Pcs,0,0.5,2,"GU10 Ceramic Holder With 75Sq 20cm Long Silicon Wire & 10mm Stripped End. Lordex
 Location = G/2G02"
img/29.jpg,29,,T8 Tube Side Connection Wires,White,T8,Cab: Accessories,KEDELI INTERNATIONAL TRADING - HRK,Pcs,0,1.5,5,"T8 tube side connection wires CABLE 2PCS=1SET, Lordex 
 First pcs length: 125cm
 Second pcs length: 13cm 
 Location= 4F06"
img/30.jpg,30,T2669,Converter Holder C-R To E27 PVC,White,CR-E27,LigAcc: Holder,System,Pcs,12,1.66,5,"Converter Ceiling Rose to E27 White
 Location = G/4L06"
img/31.jpg,31,E27-E14-WH,Converter Holder E27 To E14 PVC,White,E27-E14,LigAcc: Holder,CITY OASIS ELECTRICAL EQUIPMENT (L.L.C),Pcs,0,1.5,4.5,"Converter Holder E27 To E14 20Pcs/1Box
 Location = 1A02"
img/32.jpg,32,HA5552,Dimmer SW 2G 500W,White,3x3,Swi&Soc: Dimmer,System,Pcs,52,3,9,"Dimmer Home Automation 2x500w White
 Location = G/3A02 Inside"
img/33.jpg,33,303-SWP-BK,Switch With Wire 2Pin Plug BK,Black,1.8Mtr,Swi&Soc: Plug,CITY OASIS ELECTRICAL EQUIPMENT (L.L.C),Pcs,0,3.5,10.5,"Switch With Wire & 2Pin Plug 1.8Mtr Black Color
 Location = G/4L04"
img/34.jpg,34,303-SWP-WH,Switch With Wire 2Pin Plug WH,White,1.8Mtr,Swi&Soc: Plug,CITY OASIS ELECTRICAL EQUIPMENT (L.L.C),Pcs,0,3.5,10.5,"Switch With Wire & 2Pin Plug 1.8Mtr White Color
 Location = G/3E09"
img/35.jpg,35,303-SWP-CL,Switch With Wire 2Pin Plug CL,Clear,1.8Mtr,Swi&Soc: Plug,CITY OASIS ELECTRICAL EQUIPMENT (L.L.C),Pcs,0,4,12,"Switch With Wire & 2Pin Plug 1.8Mtr Clear Color
 Location = G/4L05"
img/36.jpg,36,1807-100W-WH,Dimmer With Wire COEE 100W WH,White,100W,Swi&Soc: Dimmer,CITY OASIS ELECTRICAL EQUIPMENT (L.L.C),Pcs,0,3.5,10.5,"Dimmer With Wire 100W White # 37 58
 Location = G/4K02"
img/37.jpg,37,1807-100W-BK,Dimmer With Wire COEE 100W BK,Black,100W,Swi&Soc: Dimmer,CITY OASIS ELECTRICAL EQUIPMENT (L.L.C),Pcs,0,3.5,10.5,"Dimmer 100w With Wire Black # 36 58
 Location = G/4L02"
img/38.jpg,38,317-F-AB,Foot Switch With 2Pin Plug AB,AB,1.8Mtr,Swi&Soc: Plug,CITY OASIS ELECTRICAL EQUIPMENT (L.L.C),Pcs,0,4,12,"Foot Switch With 2Pin Plug 1.8Mtr Golden Antiq Brown Color.
 Location = G/4L05"
img/39.jpg,39,317-F-WH,Foot Switch With 2Pin Plug WH,White,1.8Mtr,Swi&Soc: Plug,CITY OASIS ELECTRICAL EQUIPMENT (L.L.C),Pcs,0,3.5,10.5,"Foot Switch With 2Pin Plug 1.8Mtr White Color.
 Location = G/4L05"
img/40.jpg,40,317-F-BK,Foot Switch With 2Pin Plug BK,Black,1.8Mtr,Swi&Soc: Plug,CITY OASIS ELECTRICAL EQUIPMENT (L.L.C),Pcs,0,3.5,11,"Foot Switch With 2Pin Plug 1.8Mtr Black Color.
 Location = G/4K04"
img/41.jpg,41,,Tube Fitting Holder Single PVC,White,Large,LigAcc: Holder,System,Pcs,210,0,0,"Tube Light Fitting Holder Single Large White
 Location = G/4L03"
img/42.jpg,42,G4-PVC-15cm-WH-BK,G4 Holder PVC COEE BK & WH,BK-WH,G4,LigAcc: Holder,TERSEN TRADING CO. (L.L.C),Pcs,0,0.5,2,"G4 Holder With Wire PVC 15cm Black & White Wire & Black Color Base
 Location ="
img/43.jpg,43,OS-6608-100m-3H-E27,Holder With Rubber Wire E27-3H,Black,100Mtr,LigAcc: Holder,TERSEN TRADING CO. (L.L.C),Box,0,200,600,"Holder With Rubber Covering Wire E27 Black Color. 100Mtr Roll. [ 3Holder Per 1Mtr ] (Equal Items # 49 )
 Location= 6E11"
img/44.jpg,44,COEE-TBN-Metal,Thread Bar's Nut,Metal,,LigAcc: Others,CITY OASIS ELECTRICAL EQUIPMENT (L.L.C),Pcs,0,0.26,0.78,"Thread bar's Nut - 100pcs/packet Metal
 Location = G/4K04"
img/45.jpg,45,TL9001-E27-12W-WW,Cafe String Lights LED Lord 12W,WW,8.4Mtr,LigAcc:Lam: LED,SHAOXING SHANGYU SHUNHE ELECTRIC APPLIANCE FOR I,Box,0,86,258,"Cafe String Lights LED 12W Lordex 12x0.9W 360Lm 230V. Plug To First Bulb 1.5M & Bulb To Bulb 61cm. Last Bulb To End 15cm IP44. Total 8.4Mtr. 2700K Warm White Color.
 Location = 3/3C01"
img/46.jpg,46,TL9001-E27-24W-WW,Cafe String Lights LED Lord 24W,WW,16Mtr,LigAcc:Lam: LED,SHAOXING SHANGYU SHUNHE ELECTRIC APPLIANCE FOR I,Box,0,128,384,"Cafe String Lights LED 24W Lordex 24x0.9W 720Lm 230V IP44. Plug To First Bulb 1.5M & Bulb To Bulb 61cm. Last Bulb To End 15cm. Total 16Mtr. 2700K Warm White Color.
 Location= 6A09"
img/47.jpg,47,20AGW-2C-E12-150W-WW,Cafe String Lights LED Lor 150W,WW,100Mtr,LigAcc:Lam: LED,I LAMP TECHNOLOGY CO LTD,Box,-14,351,1053,"Cafe String Lights LED Lordex 0.5Wx300=150W 40Lm 230V. E12 Holder With G40 Lamps. (300Pcs Holder & Separate Bulb 100Mtr Length) CRI=>80 PF>0.5 2700K Warm White Color.
 Location = G/2F01, 3/3C01"
img/48.jpg,48,88096-E27-WH,Hanging Holder E27 PVC COEE,White,E27,LigAcc: Holder,CITY OASIS ELECTRICAL EQUIPMENT (L.L.C),Pcs,0,1.5,5,"Hanging Lamp Holder E27 COEE ( Plain ) White Color. 
 Location = G/1A03"
img/49.jpg,49,ES-100M-200P,Holder With Rubber Wire E27-2H,Black,100Mtr,LigAcc: Holder,ESNCO LIGHTING TRADING L.L.C,Box,0,155,465,"Holder With Rubber Covering Wire E27 Black Color. 100Mtr Roll. Without Power Code [ 2Holder Per 1Mtr ] (Equal Items # 43 )
 Location = G/4A03"
img/50.jpg,50,PZC-GU10-1015-1/1200,GU10 Holder Ceramic Heat Proof,White,GU10,LigAcc: Holder,CITY OASIS ELECTRICAL EQUIPMENT (L.L.C),Pcs,0,0.9,3,"GU10 Holder With Siicon Wire 15cm (Heat Proof Wire 20cm) White Color
 Location = G/2F01, G/3B10"
img/51.jpg,51,,WP Side Clip Metal,Steel,,LigAcc: Others,System,Pcs,,0,0,"WaterProof Side Clip Metal
 Location = G4F07"
img/52.jpg,52,VX 1392,Socket Multi VOLEX 13A,White,3Pin,Swi&Soc: Socket,System,Pcs,30,1,1,"Multi Plug Adaptor Volex 13Amp - 10pcs/box White
 Location = G/1A01"
img/53.jpg,53,88003-E27-BK,Hanging Holder E27 PVC COEE,Black,E27,LigAcc: Holder,CITY OASIS ELECTRICAL EQUIPMENT (L.L.C),Pcs,0,1,3,"Hanging Lamp Holder Plain E27 88003 250V 4A Black Color.
 Location = G/2A05"
img/54.jpg,54,G5.3-Ceramic-80cm-WH,G5.3 Holder Ceramic COEE,White,G5.3,LigAcc: Holder,CITY OASIS ELECTRICAL EQUIPMENT (L.L.C),Pcs,0,2,6,"G5.3 Holder With PVC Wire 80cm Brown & Blue White Color Base
 Location = G/4H06"
img/55.jpg,55,,Frig Lamp MEGLITE E12 7W,Red,7W,LigAcc:Lam: Bulb,System,Pcs,88,0.25,0.75,"Frig Lamp MegLite E12 7w - 50pcs/box Red
 Location = G/4G06"
img/56.jpg,56,,Frig Lamp MEGLITE E12 7W,Green,7W,LigAcc:Lam: Bulb,System,Pcs,49,0.25,0.75,"Frig Lamp MegLite E12 7w - 50pcs/box Green
 Location = G/4L05"
img/57.jpg,57,G4-Cer-PVC-80cm-WH-B,G4 Holder Ceramic/PVC COEE BK,WH / BK,G4,LigAcc: Holder,TERSEN TRADING CO. (L.L.C),Pcs,0,1.25,4,"G4 Holder With Wire Ceramic / PVC 80cm Black & White Wire & Black Color Base
 Location = G/4F05"
img/58.jpg,58,1807-100W-AB,Dimmer With Wire COEE 100W AB,AB,100W,Swi&Soc: Dimmer,CITY OASIS ELECTRICAL EQUIPMENT (L.L.C),Pcs,-1,4.5,13.5,"Dimmer With Wire 100W White Color. # 36 37
 Location = G/4L05"
img/59.jpg,59,,Highbay Light Clip for 400W,Steel,,LigAcc: Others,System,Pcs,175,0,0,"Highway Light Clip for 400W Steel ( Metal )
 Location = G/4G05"
img/60.jpg,60,,Capsule Lamp Lordex 35W 240V,Clear,G6.35,LigAcc:Lam: Capsule,System,Pcs,1734,0,0,"Capsule Lamp Lordex 35w 240v Clear - 50pcs/box
 Location = G/1D05"
img/61.jpg,61,OSR 64440,Capsule Lamp OSRAM 50W 12V,Clear,G5.3,LigAcc:Lam: Capsule,QATAR GENERAL LIGHTING,Pcs,0,3,9,"Capsule Lamp Osram 50w 12v Clear - 50pcs/box
 Location ="
img/62.jpg,62,MTP-861-2Pin-GY,Universal Conversion Plug MAAT,Grey,2Pin,Swi&Soc: Socket,MEMON ELECTRICALS TRADING L.L.C,Pcs,19,2,6,Universal Conversion Plug MAAT. MTP-861-2Pin-GY. Max Power 2500W. Max Current 10/16A. IP20. Location = G/4G03
img/63.jpg,63,2420-G9-25W,Capsule Lamp Italamp 25W 240V,Clear,G9,LigAcc:Lam: Capsule,CONSOLIDATED SUPPLIES Co.W.L.L,Pcs,0,1.8,6,"Capsule Lamp Italamp G9 25W 240V Clear Color. 50Pcs/1Box
 Location = 1A02"
img/64.jpg,64,COEE-E27-E40-WH,Converter Holder E27 TO E40 PVC,White,E27-E40,LigAcc: Holder,CITY OASIS ELECTRICAL EQUIPMENT (L.L.C),Pcs,96,3,9,"Converter Holder E27 To E40 Holder Adapter PVC White Color.
 Location = G/4H06"
img/65.jpg,65,NZ- EP03-4BSS,Morning Glory Nozzle B-Type SST,Chrome,4BSS,LigAcc: Others,ELITE POOL TRADING LLC,Pcs,0,45,135,"Morning Glory Nozzle 1 Stainless Steel Chrome Color. For Submersible pump.
 Location = G/4K05"
img/66.jpg,66,1A-250V-WH,Cabinet Light Switch 1A,White,1A,Swi&Soc: Switch,CITY OASIS ELECTRICAL EQUIPMENT (L.L.C),Pcs,0,3,9,"Cabinet Light Switch 1A 250V White Color. 
 Location ="
img/67.jpg,67,0173-G9-40W,Capsule Lamp Italamp 40W 240V,Clear,G9,LigAcc:Lam: Halogen,CONSOLIDATED SUPPLIES Co.W.L.L,Pcs,0,1.8,5.4,"Spot Lamp GU10 AIRAM 20w 240v 
 Location = 1A02"
img/68.jpg,68,PAK-344-WH,Door Bell PAK MI 344,White,1Way,Bel: Door,CITY OASIS ELECTRICAL EQUIPMENT (L.L.C),Pcs,0,9,27,"Door Bell PAK MI 344 . AC 220 50HZ. Body Color White .
 Location = G/4G03"
img/69.jpg,69,E27-Ring-BK,E27 Holder Ring Only PVC BK,Black,E27,LigFix:Ind: Others,CITY OASIS ELECTRICAL EQUIPMENT (L.L.C),Pcs,0,0.4,1.25,"Chandelier Holder E27 PVC Ring Only Black.
 Location = G/1A03"
img/70.jpg,70,G5.3/MR16/GR,Spot Lamp AIRAM MR16 50W 240V,Green,MR16,LigAcc:Lam: Halogen,ABDEL WAHAB AL NUWAILA TRADING Co,Pcs,0,1,0.5,"Spot Lamp MR16 AIRAM 50W 240v 
 Location = 2B01"
img/71.jpg,71,VESS13,Single Socket SP 1G 13A VETO,White,3x3,Swi&Soc: Socket,JAIPUR ELECTRICALS INST.&TOOLS (L.L.C),Pcs,0,4,12,"13A 1Gang Switch Socket Single Pole VETO PVC
 Location= 1F05"
img/72.jpg,72,VESDP45,DP Switch 1G Neon 45A Veto,White,3x3,Swi&Soc: Switch,JAIPUR ELECTRICALS INST.&TOOLS (L.L.C),Pcs,0,9,27,"45A 1Gang DP Neon Switch VETO Double Pole 3x3 ( Single Plate ) British Stand PVC
 Location= 1F05"
img/73.jpg,73,,Capsule Lamp Lordex 75W 240V,Clear,G5.3,LigAcc:Lam: Capsule,System,Pcs,4314,0,0,"Capsule Lamp Lordex 75w 240v - 50pcs/box Clear
 Location = G/1D05"
img/74.jpg,74,TA-AL-06W-10A-WH,Digital Timer SW/Soc With Plug,White,10A,Swi&Soc: Switch,TERSEN TRADING CO. (L.L.C),Pcs,0,21,63,Digital Timer Switch Socket With Plug PVC White Color model AL-06W 220-240V 50Hz Max 10A MAX 2300W Plug in Type. Location = 1/4D06
img/75.jpg,75,VEF045,Connection Plate 45A Veto,White,3x3,Swi&Soc: Switch,JAIPUR ELECTRICALS INST.&TOOLS (L.L.C),Pcs,0,7,21,"45A Connection Plate ( Outlet ) PVC Veto 
 Location= 1F05"
img/76.jpg,76,,Spot Lamp Lordex 35W 12V,Green,MR11,LigAcc:Lam: Halogen,System,Pcs,0,0.16,0.5,"Spot Lamp Lordex MR11 35w 12v With Glass Green
 Location = 2B01"
img/77.jpg,77,,Spot Lamp Lordex 35W 12V,Red,MR11,LigAcc:Lam: Halogen,System,Pcs,0,0.16,0.5,"Spot Lamp Lordex MR11 35w 12v Red
 Location = 2B01"
img/78.jpg,78,,Spot Lamp Lordex 50W 240V,Yellow,MR11,LigAcc:Lam: Halogen,System,Pcs,0,0.16,0.5,"Spot Lamp Lordex MR11 50w 240v Yellow
 Location = 2B01"
img/79.jpg,79,,Spot Lamp Lordex 35W 12V,Yellow,MR11,LigAcc:Lam: Halogen,System,Pcs,0,0.16,0.5,"Spot Lamp Lordex MR11 35w 12v Yellow
 Location = 2B01"
img/80.jpg,80,,R63 Lamp Sunlite E27 60W,Blue,E27,LigAcc:Lam: Others,System,Pcs,,0,0,"R63 Reflector Lamp Sunlite E27 60w Blue Color
 Location = G/2H13"
img/81.jpg,81,E14-Ring-WH,E14 Holder Ring Only PVC WH,White,E14,LigFix:Ind: Others,CITY OASIS ELECTRICAL EQUIPMENT (L.L.C),Pcs,0,0.4,2,"Chandelier Holder E14 PVC Ring Only White
 Location = G/3A10"
img/82.jpg,82,,Spot Lamp Lordex 50W 240V,Green,MR11,LigAcc:Lam: Halogen,System,Pcs,0,1,3,"Spot Lamp Lordex MR11 50w 240v Green
 Location = 2B01"
img/83.jpg,83,"NZ- HB01-5SS-1.5""","Universal Straight 1.5"" 5SS",Chrome,"1.5""",LigAcc: Others,"HENGBO INDUSTRY & TRADE CO., Ltd.",Pcs,0,75,225,"Universal Straight 1.5  5SS Stainless Steel Chrome Color. For Submersible pump.
 Location= 2E05"
img/84.jpg,84,"NZ- HB01-4SS-1""","Universal Straight 1"" 4SS",Chrome,"1""",LigAcc: Others,RIGHT ELECT & SANTI TRADING L.L.C,Pcs,0,20,60,"Universal Straight 1  4SS Stainless Steel Chrome Color. For Submersible pump.
 Location= G/4B09"
img/85.jpg,85,"NZ- HB01-3SS-0.75""","Universal Straight 0.75"" 3SS",Chrome,"3/4""",LigAcc: Others,"HENGBO INDUSTRY & TRADE CO., Ltd.",Pcs,0,16,48,"Universal Straight 0.75  ( 3/4  ) 3SS Stainless Steel Chrome Color. For Submersible pump.
 Location= 2E05"
img/86.jpg,86,"NZ- HB01-2SS-0.5""","Universal Straight 0.5"" 2SS",Chrome,"1/2""",LigAcc: Others,"HENGBO INDUSTRY & TRADE CO., Ltd.",Pcs,0,12,36,"Universal Straight 0.5  ( 1/2  ) 2SS Stainless Steel Chrome Color. For Submersible pump.
 Location = G/4K05"
img/87.jpg,87,"EP-02-4SS-1.5""","Hemisphere Nozzle 1.5"" 5SS",Chrome,"1.5""",LigAcc: Others,ELITE POOL TRADING LLC,Pcs,0,50,150,"Hemisphere Nozzle 1.5  Stainless Steel Chrome Color. For Submersible pump.
 Location= G/4F06"
img/88.jpg,88,595x595mm-L-Clip-CH,60x60 Fixing Steel L-Clip [1x1],Chrome,,LigFix:Cei:Rec: Others,XINGYUN LIGHTING ELECTRICAL,Pcs,0,1,3,"60x60 LED Panel Light Fixing Steel Lordex L-Clip For # 5887 # 5888, # 5889 Chrome Color
 Location= 1G01"
img/89.jpg,89,"NZ- HB02-4SS-1""","Hemisphere Nozzle 1"" 4SS",Chrome,"1""",LigAcc: Others,ELITE POOL TRADING LLC,Pcs,0,45,135,"Hemisphere Nozzle 1  Stainless Steel Chrome Color. For Submersible pump. 
 Location = G/4G04"
img/90.jpg,90,"NZ- SC01-4-1""","Connector For Nozzle SC01-4 1""",Chrome,4cm,LigAcc: Others,"HENGBO INDUSTRY & TRADE CO., Ltd.",Pcs,0,20,60,"Connector For Nozzle SC01-4 1 
 4cm Chrome Color.
 Location= 2E05"
img/91.jpg,91,"NZ- HB03-5SS-1.5""","Morning Glory Nozzle 1.5"" 5SS",Chrome,"1.5""",LigAcc: Others,"HENGBO INDUSTRY & TRADE CO., Ltd.",Pcs,0,85,255,"Morning Glory Nozzle 1.5  HB03-5SS Stainless Steel Chrome Color. For Submersible pump.
 Location= 2E05 3B05"
img/92.jpg,92,"NZ- SC01-5-1.5""","Connector ForNozzle SC01-5 1.5""",Chrome,4.5cm,LigAcc: Others,"HENGBO INDUSTRY & TRADE CO., Ltd.",Pcs,0,20,60,"Connector For Nozzle SC01-5 1.5 
 4.5cm Chrome Color.
 Location= 2E05"
img/93.jpg,93,"NZ- HB02-4BSS-1""","Morning Glory Nozzle 1"" 4BSS",Chrome,"1""",LigAcc: Others,ELITE POOL TRADING LLC,Pcs,0,45,135,"Morning Glory Nozzle 1.5  HB03-5SS Stainless Steel Chrome Color. For Submersible pump.
 Location= G/4B09"
img/94.jpg,94,"NZ- HB04-5SS-1.5""","Cascade 1.5"" 5SS",Chrome,"1.5""",LigAcc: Others,"HENGBO INDUSTRY & TRADE CO., Ltd.",Pcs,0,65,195,"Cascade 1.5  5SS Stainless Steel Chrome Color. For Submersible pump.
 Location="
img/95.jpg,95,"NZ- HB04-4SS-1""","Cascade 1"" 4SS",Chrome,"1""",LigAcc: Others,RIGHT ELECT & SANTI TRADING L.L.C,Pcs,0,69,207,"Cascade 1  4SS Stainless Steel Chrome Color. For Submersible pump.
 Location= 2E05"
img/96.jpg,96,"NZ- HB04-3SS-0.75""","Cascade 0.75"" 3SS",Chrome,"0.75""",LigAcc: Others,"HENGBO INDUSTRY & TRADE CO., Ltd.",Pcs,0,53,159,"Cascade 0.75  ( 3/4  ) 3SS Stainless Steel Chrome Color. For Submersible pump.
 Location="
img/97.jpg,97,"NZ- HB04-3-2SS-0.5""","Cascade 0.75""&0.5"" 3-2SS",Chrome,"3/4""&1/2""",LigAcc: Others,ELITE POOL TRADING LLC,Pcs,0,40,120,"Cascade 0.75  & 0.5  ( 3/4 &1/2  ) 3-2SS Stainless Steel Chrome Color. For Submersible pump.
 Location = G/4G03"
img/98.jpg,98,"NZ- HB05-4B-1""","Style Nozzle 1"" 4B",Chrome,"1""",LigAcc: Others,"HENGBO INDUSTRY & TRADE CO., Ltd.",Pcs,0,100,300,"Style Nozzle 1  4B Stainless Steel Chrome Color. For Submersible pump.
 Location= 2E05"
img/99.jpg,99,"NZ- HB06-4SS-1""","FireWork Nozzle 1"" 4SS",Chrome,"1""",LigAcc: Others,"HENGBO INDUSTRY & TRADE CO., Ltd.",Pcs,0,70,210,"Firework Nozzle 1  4SS Stainless Steel Chrome Color. For Submersible pump.
 Location="
img/100.jpg,100,ELFH-14W-830-WW,Tube Light FH Osram T5 14W,WW,60cm,LigAcc:Lam: Fluorescent,KEDELI INTERNATIONAL TRADING - HRK,Pcs,0,3,10,"T5 Tube Light ( OSRAM, SYLVANIA & PIERLITE ) 14W 600mm( 60cm/ 2Feet/ 2' ) 14W T5 FH WARMWHITE
 Location = 5F14"
img/101.jpg,101,ELFH-14W-865-DL,Tube Light FH Osram T5 14W,DL,60cm,LigAcc:Lam: Fluorescent,KEDELI INTERNATIONAL TRADING - HRK,Pcs,0,3.3,10,"T5 Tube Light ( OSRAM, SYLVANIA & PIERLITE ) 14W 600mm( 60cm/ 2Feet/ 2' ) 14W T5 FH DAYLIGHT
 Location = 5F11"
img/102.jpg,102,ELFH-21W-830-WW,Tube Light FH Osram T5 21W,WW,90cm,LigAcc:Lam: Fluorescent,KEDELI INTERNATIONAL TRADING - HRK,Pcs,575,3.3,10,"T5 Tube Light ( OSRAM, SYLVANIA & PIERLITE ) 21W 900mm( 90cm/ 3Feet/ 3' ) 21W T5 FH WARM WHITE
 Location = 4/5B05"
img/103.jpg,103,ELFH-21W-865-DL,Tube Light FH Osram T5 21W,DL,90cm,LigAcc:Lam: Fluorescent,KEDELI INTERNATIONAL TRADING - HRK,Pcs,0,3.3,10,"T5 Tube Light ( OSRAM, SYLVANIA & PIERLITE ) 21W 900mm( 90cm/ 3Feet/ 3' ) 21W T5 FH DAY LIGHT
 Location = 5F14"
img/104.jpg,104,ELFH-24W-830-WW,Tube Light FH Osram T5 24W,WW,60cm,LigAcc:Lam: Fluorescent,KEDELI INTERNATIONAL TRADING - HRK,Pcs,771,3.3,10,"T5 Tube Light ( OSRAM, SYLVANIA & PIERLITE ) 24W 600mm( 60cm/ 2Feet/ 2' ) 21W T5 FH WARM WHITE
 Location = 4/5B05"
